 4.2400000E+02	 6.4731190E+06
 4.2450000E+02	 6.5495380E+06
 4.2500000E+02	 6.5275170E+06
 4.2550000E+02	 6.5042800E+06
 4.2600000E+02	 6.4945060E+06
 4.2650000E+02	 6.5197790E+06
 4.2700000E+02	 6.5239170E+06
 4.2750000E+02	 6.5229210E+06
 4.2800000E+02	 6.4920840E+06
 4.2850000E+02	 6.4733080E+06
 4.2900000E+02	 6.4753680E+06
 4.2950000E+02	 6.4544810E+06
 4.3000000E+02	 6.4317790E+06
 4.3050000E+02	 6.4419640E+06
 4.3100000E+02	 6.4228360E+06
 4.3150000E+02	 6.4365460E+06
 4.3200000E+02	 6.4170980E+06
 4.3250000E+02	 6.3978570E+06
 4.3300000E+02	 6.4028800E+06
 4.3350000E+02	 6.4181750E+06
 4.3400000E+02	 6.3993320E+06
 4.3450000E+02	 6.3667170E+06
 4.3500000E+02	 6.3663430E+06
 4.3550000E+02	 6.3604290E+06
 4.3600000E+02	 6.3501840E+06
 4.3650000E+02	 6.3592500E+06
 4.3700000E+02	 6.3369170E+06
 4.3750000E+02	 6.3095230E+06
 4.3800000E+02	 6.3062470E+06
 4.3850000E+02	 6.2827920E+06
 4.3900000E+02	 6.2959190E+06
 4.3950000E+02	 6.2763970E+06
 4.4000000E+02	 6.2672810E+06
 4.4050000E+02	 6.2566080E+06
 4.4100000E+02	 6.2697200E+06
 4.4150000E+02	 6.2377440E+06
 4.4200000E+02	 6.2219650E+06
 4.4250000E+02	 6.2136050E+06
 4.4300000E+02	 6.2035620E+06
 4.4350000E+02	 6.1897800E+06
 4.4400000E+02	 6.1749800E+06
 4.4450000E+02	 6.1516080E+06
 4.4500000E+02	 6.1474150E+06
 4.4550000E+02	 6.1670200E+06
 4.4600000E+02	 6.1247250E+06
 4.4650000E+02	 6.1052740E+06
 4.4700000E+02	 6.0954420E+06
 4.4750000E+02	 6.0873620E+06
 4.4800000E+02	 6.0699920E+06
 4.4850000E+02	 6.0559380E+06
 4.4900000E+02	 6.0398940E+06
 4.4950000E+02	 6.0144450E+06
 4.5000000E+02	 6.0192100E+06
 4.5050000E+02	 5.9935160E+06
 4.5100000E+02	 5.9768350E+06
 4.5150000E+02	 5.9641050E+06
 4.5200000E+02	 5.9435850E+06
 4.5250000E+02	 5.9394870E+06
 4.5300000E+02	 5.9077770E+06
 4.5350000E+02	 5.8897020E+06
 4.5400000E+02	 5.8709040E+06
 4.5450000E+02	 5.8599390E+06
 4.5500000E+02	 5.8328720E+06
 4.5550000E+02	 5.8194330E+06
 4.5600000E+02	 5.8014250E+06
 4.5650000E+02	 5.7743590E+06
 4.5700000E+02	 5.7615370E+06
 4.5750000E+02	 5.7465780E+06
 4.5800000E+02	 5.7232960E+06
 4.5850000E+02	 5.6954580E+06
 4.5900000E+02	 5.6822860E+06
 4.5950000E+02	 5.6834350E+06
 4.6000000E+02	 5.6392690E+06
 4.6050000E+02	 5.6305000E+06
 4.6100000E+02	 5.6039960E+06
 4.6150000E+02	 5.5779720E+06
 4.6200000E+02	 5.5700790E+06
 4.6250000E+02	 5.5592540E+06
 4.6300000E+02	 5.5299470E+06
 4.6350000E+02	 5.5201680E+06
 4.6400000E+02	 5.5269080E+06
 4.6450000E+02	 5.5016100E+06
 4.6500000E+02	 5.4764540E+06
 4.6550000E+02	 5.4689100E+06
 4.6600000E+02	 5.4512500E+06
 4.6650000E+02	 5.4431510E+06
