56      90      7.11    9.03    6
57      103     6.43    9.46    8
58      109     6.60    9.65    6
59      115     5.13    8.62    7
60      121     5.52    8.86    5
62      129     5.01    8.24    6
63      133     4.90    8.29    7
64      141     4.13    6.91    7
65      154     3.00    5.39    7
67      160     2.06    4.09    10
68      168     2.11    4.00    7
69      176     1.28    2.51    7
90       83     9.0     9.5     10
92       96     9.4     9.7     10
